name;price;display_size;display_tech;back_cam;front_cam;CPU;RAM;storage_cap;battery;resolution;screen_func;os;refresh_rate;GPU;waterproof;max_charging
redmi note 12t pro;0.0;6.6 inches;IPS LCD;"Camera góc rộng: 64 MP, f/1.8, 23mm, 1/2"", 0.7µm, PDAFCamera góc siêu rộng:8 MP, 120˚Camera macro: 2 MP";16 MP;Mediatek Dimensity 8200 Ultra (4 nm);8 GB;128 GB;5080 mAh;1080x2460 pixels;Tốc độ làm mới 144 Hz, 1 tỷ màu, HDR10, Dolby Vision, 650 nits;Android 13;;;;
samsung w22;0.0;7.6 inches;Dynamic AMOLED 2X;12 MP, f/1.8  12 MP, f/2.2  12 MP, f/2.4;10 MP, f/2.2;Snapdragon 888 8 nhân;12 GB;256 GB;4400 mAh;;Kính cường lực Corning Gorilla Glass Victus;Android 11;;;;
honor 200;0.0;6.7 inches;OLED;Cảm biến IMX906 kích thước 1/1.56 inch với khẩu độ f/1.95 và cũng hỗ trợ OISCamera telephoto 50MP với khả năng zoom quang học 2.5x, khẩu độ f/2.4 và hỗ trợ OISỐng kính siêu rộng 12MP;50MP;Snapdragon 7 Gen 3;12 GB;256 GB;5200 mAh;;Tần số quét 120Hz;Android 14;;;;
infinix note 30 pro;0.0;6.78 inches;AMOLED;Camera góc rộng: 108 MP, PDAF Camera đo độ sâu: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.0;Mediatek Helio G99 (6nm);8GB + Mở rộng 8GB;256 GB;5.000 mAh;1080x2460 pixels;Tần số quét 120Hz, 900 nits, 1 tỷ màu;Android 13;;;;
realme narzo 50;0.0;6.6 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, PDAF  Camera Macro: 2 MP, f/2.4  Camera góc sâu: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.1;Mediatek Helio G96 (12 nm);4 GB;64 GB;Li-Po 5000 mAh;1080 x 2412 pixels;;Android 11, Realme UI 2.0;;;;
nokia x30;0.0;;;48 MP + 5 MP + 2 MP + 2 MP;;Snapdragon 460;4 GB;64 GB;5.850 mAh;;;;;;;
huawei nova 10 se;0.0;6.66 inches;OLED;108 MP + 8 MP + 2 MP;16 MP;Qualcomm Snapdragon 778G;8 GB;256 GB;4500 mAh;1080 x 2400 pixels (FullHD+);OLED, 395 ppi, 90 Hz;HarmonyOS;;;;
xiaomi redmi note 14s;0.0;6.67 inches;AMOLED;Camera góc rộng: 200 MP, f/1.7Camera góc siêu rộng: 8 MP, f/2.2Camera macro: 2 MP, f/2.4;16 MP, f/2.4;Mediatek Helio G99 Ultra;8 GB;128 GB;5000 mAh;1080 x 2400 pixels (FullHD+);1B colors, 120Hz, 500 nits (typ), 1000 nits (HBM), 1300 nits (peak), Corning Gorilla Glass 5;Android 15, HyperOS;;;;
nubia redmagic 8s pro transparent;0.0;6.8 inches;AMOLED;50MP, f/1.88, 82°8MP, f/2.2, 120°2MP, f/2.4, 78°;16MP, 1.12μm;Snapdragon 8 Gen 2;16 GB;512 GB;6000 mAh;1116 x 2480 pixels;Tần số quét 120Hz, 1300 nits Corning® Gorilla® GlassTỷ lệ khung hình: 20:9;Android 13.0;;;;
oppo a2x;0.0;6.56 inches;IPS LCD;Camera chính: 13 MP: ƒ/2.2, hỗ trợ lấy nét tự động AF, sử dụng động cơ lấy nét vòng hở;5 MP, ƒ/2.2;MediaTek Dimensity 6020 8 nhân;6 GB;128 GB;5,000 mAh;720 x 1612 (HD+);16,7 triệu màu, hỗ trợ gam màu rộng (P3), Độ sáng tối đa 720 nits Tần số quét 90Hz;Android 13;;;;
honor magic 2;0.0;6.39 inches;AMOLED, cảm ứng điện dung, 16 triệu màu;3 Camera (16 MP, f/1.8, PDAF + 16 MP, f/2.2 + 24 MP B/W, f/1.8);3 Camera (16 MP, f/2.0 + 2 MP, f/2.4 + 2 MP, f/2.4);HiSilicon Kirin 980 (7 nm);;128 GB;Li-Po 3500 mAh;1080 x 2340 pixels (FullHD+);;Magic UI 2.0;;;;
zte nubia z50 ultra;0.0;6.8 inches;AMOLED;Camera chính: 64MP, f/1.6, PDAF, Laser AF, OIS  Tele kính viễn vọng: 64MP, f/3.3, PDAF, OIS  Camera góc siêu rộng: 50 MP, f/2, 14mm, 116˚ , PDAF;Camera góc rộng: 50MP, f/2.X, 14mm, 116˚, PDAF;Snapdragon 8 Gen 2 (4 nm);8 GB;256 GB;5000 mAh;1116 x 2480 pixels;1 tỷ màu, Tần số quét 120Hz, HDR10+, 1500 nits;Android 13;;;;
xiaomi poco c65;0.0;6.74 inches;IPS LCD;Camera chính: 50MP, f/1.8Camera macro: 2MP, f/2.4;8MP, f/2.0;MediaTek Helio G85 processor;6 GB;128 GB;5000 mAh;1600 x 720 pixels (HD+);450 nits, tần số quét 90HzDC dimming;MIUI 14;;;;
nokia 150;0.0;2.4 inches;;VGA Camera;;;4MB;4MB;1.020 mAhTháo ráp;;Độ phân giải:QVGA;S30+;;;;
samsung a06;0.0;;;;;;4 GB;64 GB;;;;;;;;
asus rog phone 8 ultimate;0.0;6.81 inches;AMOLED;Độ phân giải 64 MP + 13 MP + 5 MP + 2 MP;24 MP;Snapdragon 8+ Gen 2;16 GB;512 GB;6.000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120 Hz;;;;;
huawei nova y91;0.0;6.95 inches;;Camera chính: 50 MP, f/1.8Camera đo độ sâu: 2 MP, f/2.4;8MP, f/2.0;Qualcomm Snapdragon™ 680;8 GB;128 GB;7000 mAh;1080 x 2376 pixels (FullHD+);Tần số quét 90Hz 16,7 triệu màu;EMUI 13;;;;
oppo a1 pro;0.0;6.7 inches;AMOLED;Camera góc rộng: 108 MP, PDAF  Camera độ sâu: 2 MP, f/2.4;Camera góc rộng: 16 MP;Qualcomm SM6375 Snapdragon 695 5G (6nm);6 GB;128 GB;5,000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz;Android 12;;;;
honor x6;0.0;6.5 inches;TFT LCD;Camera góc rộng: 50 MP, f/1.8, PDAF  Camera macro: 2 MP, f/2.4  Camera độ sâu: 2 MP, f/2.4;Camera góc rộng:  5 MP, f/2.0;Mediatek;4 GB;128 GB;5000 mAh;720 x 1600 pixel;;Android 12;;;;
tecno camon 20 pro;0.0;6.67 inches;AMOLED;"Camera góc rộng: 64 MP, f/1.7, 1/1.7"", 0.8µm, PDAF, OISMáy ảnh đo chiều sâu: 2 MP, f/2.4Camera macro: 2 MP, f/2.4";"Camera góc rộng: 32 MP, f/2.5, 24mm, 1/2.8"", 0.8µm";Mediatek Dimensity 8050 (6 nm);8 GB;256 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz;Android 13;;;;
oppo find x6 pro;0.0;6.7 inches;AMOLED;50 MP + 13 MP + 50 MP + 3 MP;32 MP.;Snapdragon 898;12 GB;256 GB;4.500 mAh.;;Tần số quét 120 Hz;;;;;
vivo v27;0.0;6.78 inches;AMOLED;"Camera góc rộng: 64MP, f/1.8, 0.7µm, PDAF, OIS Camera góc siêu rộng: 8MP, f/2.2, 16mm, 120˚, 1/4"", 1.12µm  Camera macro: 2MP, f/2.4";Camera góc rộng: 50MP, f/2.5, AF;;8 GB;128 GB;4600 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, HDR10+;Android 13;;;;
vivo v7;0.0;5.7 inches;IPS LCD;"16 MP, f/2.0, 1/3.0"", 1.0µm, PDAF";"Camera góc rộng: 24 MP, f/2.0, 26mm, 1/2.8"", 0.9µm";Qualcomm SDM450 Snapdragon 450 (14 nm);4 GB;32 GB;3000 mAh;720 x 1440 pixels;;Android 7.1.2;;;;
vivo y36;0.0;6.64 inches;IPS LCD;Camera chính: 50 MP, f/1.8  Camera phụ: 2 MP, f/2.4;16 MP, f/2.45;Snapdragon 680 8 nhân;8 GB;256 GB;5.000 mAh;1080 x 2388 pixels;Tần số quét 90 Hz, 650 nits;Android 13;;;;
realme v20;0.0;6.5 inches;;Camera chính: 13 MP;5 MP,  f/2.0.;MediaTek Dimensity 700;4 GB;128 GB;5.000 mAh;720 x 1600 pixel;;Android 12;;;;
vivo v9;0.0;6.3 inches;IPS LCD;Camera góc rộng: 16 MP, f/2.0, PDAFCamera đo độ sâu: 5 MP, f/2.4;"Camera góc rộng: 24 MP, f/2.0, 26mm, 1/2.8"", 0.9µm";Qualcomm MSM8953-Pro Snapdragon 626 (14 nm);4 GB;64 GB;3260 mAh;1080 x 2280 pixels (FullHD+);Tốc độ làm mới 90 Hz;Android 8.1;;;;
xiaomi redmi note 10t;0.0;6.5 inches;IPS LCD;"48 MP, f/1.8, 26mm (Rộng), 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth)";8 MP, f/2.0, (Rộng);MediaTek MT6833 Dimensity 700 (7 nm);4 GB;64 GB;Li-Po 5000 mAh;1080 x 2400 pixels (FullHD+);90Hz400 nits (typ) 500 nits (HBM);Android 11, MIUI 12;;;;
google pixel 2;0.0;5.0 inches;AMOLED;"Camera góc rộng: 12,2MP, f/1.8, 27mm, 1 / 2.55 "", 1.4µm, PDAF pixel kép, Laser AF, OIS";"Camera góc rộng: 8MP, f/2.4, 27mm, 1 / 3.2 "", 1.4µm";Qualcomm MSM8998 Snapdragon 835 (10 nm);4 GB;64 GB;2700 mAh;1080 x 1920 pixels (FullHD);Kính cường lực Corning Gorilla Glass 5  Màn hình luôn bật;Android 8.0;;;;
xiaomi redmi a5;0.0;6.88 inches;IPS LCD;32 MP, f/2.0;8 MP, f/2.0;Unisoc T7250 (12 nm);3 GB;64 GB;5200 mAh;720 x 1640 pixels;120Hz, 450 nits (typ), 260 ppi;Android 15;;Mali-G57;;15 W
honor x40i;0.0;6.7 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, PDAF  Camera góc sâu: 2 MP, f/2.4;Camera góc rộng: 8 MP, f/2.0;MediaTek MT6833 Dimensity 700 (7 nm);8 GB;128 GB;Li-Po 4000 mAh;1080 x 2388 pixels;;Android 12, Magic UI 6.1, không có Dịch vụ của Google Play;;;;
xiaomi redmi k70e;0.0;6.67 inches;OLED;Camera góc rộng: 50 MP, PDAF, OIS Camera góc siêu rộng: 8 MP, 120˚  Camera macro: 2 MP, f/2.4;Camera góc rộng: 20 MP,  HDR;Mediatek Dimensity 8300 (4 nm);8 GB;128 GB;5500 mAh;1440 x 3200 pixels (QHD+);16 triệu màu, tần số quét 120Hz, Dolby Vision, HDR10+, 1200 nits (tối đa), tỷ lệ 20:9 Corning Gorilla Glass Victus;Android 13, MIUI 14;;;;
vivo nex 3;0.0;6.89 inches;Super AMOLED;"Camera góc rộng: 64 MP, f/1.8, 26mm, 1/1.72"", 0.8µm, PDAFCamera tele: 13 MP, f/2.5, 52mm, PDAF, 2x optical zoomCamera góc siêu rộng: 13 MP, f/2.2, 13mm, PDAF";"Camera góc rộng: 16 MP, f/2.1, 26mm, 1/3.06"", 1.0µm";Qualcomm SM8150 Snapdragon 855+ (7 nm);8 GB;256 GB;4500 mAh;1080 x 2256 pixels;HDR10Mặt kính cong 2.5D;Android 9.0;;;;
oppo k10 pro;0.0;6.62 inches;AMOLED;"50 MP, f/1.8, 24mm (Rộng), 1/1.56"", 1.0µm, đa hướng PDAF, OIS 8 MP, f/2.2, 119˚ (Siêu rộng)2 MP, f/2.4, (Macro)";"16 MP, f/2.5, 26mm (Rộng), 1/3"", 1.0µm";Qualcomm SM8350 Snapdragon 888 5G (5 nm);8 GB;128 GB;Li-Po 5000 mAh (Không thể tháo rời);1080 x 2400 pixels (FullHD+);AMOLED  120Hz  HDR10+  1300 nits (peak);Android 12  ColorOS 12;;;;
oppo a1x;0.0;6.56 inches;IPS LCD;Camera góc rộng: 13 MP, f/2.2, 25mm, PDAFCamera đo độ sâu: 2 MP, f/2.4;Camera góc rộng: 8 MP, f/2.2, 27mm;Mediatek Dimensity 700 (7 nm);6 GB;128 GB;5000 mAh;720 x 1612 (HD+);Tần số quét 90Hz, 480 nits;Android 12;;;;
motorola edge 40 pro;0.0;6.67 inches;OLED;"Camera góc rộng: 50MP, f/1.8, 1/1.55"", 1.0µmCamera góc siêu rộng: 50MP, f/2.2, 114,1/2.76"", 0.64µm, AF Camera Tele: 12 MP, f/1.6,1/2.93"", 1.22µm";"Camera góc rộng: 60MP, f/2.2, 1/2.8"", 0.61µm";Snapdragon 8 Gen 2 (4 nm);12 GB;256 GB;4600 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 165Hz, OLED, 1B colors, HDR10+, Dolby Vision;Android 13;;;;
xiaomi redmi note 12r pro;0.0;6.67 inches;AMOLED;Camera góc rộng: 48 MP, 0.8µm, PDAFCamera đo độ sâu: 2 MP, f/2.4;"Camera góc rộng: 8 MP, f/2.0, 1/4"", 1.12µm";Snapdragon 4 Gen 1;12 GB;256 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz;Android 13;;;;
honor play 30;0.0;6.5 inches;TFT LCD;Camera góc rộng: 13 MP, f/1.8;;;;;;;;;;;;
google pixel 5a;0.0;;OLED;"Camera góc rộng: 12,2MP, f/1,7, 27mm, 1 / 2,55"", 1,4µm, PDAF pixel kép, OIS  Camera góc cực rộng: 16 MP, f/2.2, 119˚, 1,0µm";Camera góc rộng: 8MP, f/2.0, 24mm, 1.12µm;Qualcomm SM7250 Snapdragon 765G 5G (7 nm);6 GB;128 GB;4680 mAh;1080 x 2400 pixels (FullHD+);Kính cường lực Corning Gorilla Glass 3  Màn hình luôn bật;Android 11;;;;
vivo y52;0.0;6.58 inches;IPS LCD;48MP, f/1.79  2MP, f/2.4  2MP, f/2.4;8MP, f/2.0;Dimensity 700;4 GB;128 GB;5000mAh;2408 x 1080 pixels;;Funtouch 11.1;;;;
realme 11x;0.0;6.72 inches;IPS LCD;100 MP + 2 MP;16 MP;MediaTek Dimensity 6100+;6 GB;128 GB;5000 mAh;;Tốc độ làm mới 120 Hz;;;;;
xiaomi redmi note 13r pro;0.0;6.67 inches;OLED;Camera góc rộng: 108 MP, f/1.7, 0.64µm, PDAF Camera đo độ sâu: 2 MP, f/2.4;Camera góc rộng: 16 MP;Mediatek Dimensity 6080 (6 nm);12 GB;256 GB;5000 mAh;1080 x 2400 pixels (FullHD+);Tần số quét 120Hz, 1 tỷ màu, 120Hz, 1000 nits (peak)Corning Gorilla Glass;Android 13;;;;
tecno spark 10c;0.0;6.6 inches;;16MP;8MP;Dimensity 9200 Plus;16 GB;128 GB;5000 mAh;720 x 1612 (HD+);Tần số quét 90Hz;;;;;
huawei nova 10;0.0;6.66 inches;OLED;Camera góc rộng: 50 MP, f/1.9, 27mm, PDAF Camera siêu rộng: 8 MP, f/2.2, 112˚  Camera góc sâu: 2 MP, f/2.4;Camera góc siêu rộng: 60 MP, f/2.4, 100˚;Qualcomm SM7325 Snapdragon 778G 4G (6 nm);8 GB;128 GB;4000 mAh;1080 x 2400 pixels (FullHD+);OLED, 1B màu, 120Hz, HDR10;EMUI 12;;;;
realme 12 pro;0.0;6.7 inches;IPS LCD;108 MP + 13 MP + 2 MP;32 MP;Snapdragon 7+ Gen 2;16 GB;128 GB;5.000 mAh;;Tần số quét 144 Hz;;;;;
vivo iqoo neo 8 pro;0.0;6.78 inches;LTPO AMOLED;"Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, gimbal OISCamera Tele: 16 MP, f/2.2, 1/3.1"", 1.0µm, PDAF, OIS, 2.5x optical zoomCamera góc siêu rộng: 48 MP, f/2.2, 14mm, 114˚, 0.8µm, AF";Camera góc rộng: 16 MP, f/2.4;Snapdragon 888+ 5G (5 nm);8 GB;256 GB;4500 mAh;1440 x 3200 pixels (QHD+);Tần số quét 120Hz, HDR10+, Dolby Vision, 1500 nits;Android 11;;;;
nokia 130;0.0;1.8 inches;;VGA Camera;;;4MB;8MB;1020 mAh;;;;;;;
asus rog phone 7 pro;0.0;;;;;Snapdragon 8 Gen 2;8 GB;128 GB;;;;;;;;
blackview n6000;0.0;6.4 inches;;Camera chính 48MPCảm biến 16MP;;MediaTek Helio G99;8 GB;256 GB;3,880 mAh;540 x 1,200 pixels;450 nits;Android 13;;;;
honor 90 pro;0.0;6.78 inches;AMOLED;"Camera góc rộng: 200 MP, f/1.9, 1/1.4"", 0.56µm, PDAFCamera chụp xa: 32 MP, f/2.4, PDAF, OIS, 2.5x optical zoomCamera góc siêu rộng: 12 MP, f/2.2, 112˚, AF";Camera góc siêu rộng: 50 MP, f/2.4, 100˚Camera đo chiều sâu: 2 MP, f/2.4;Snapdragon 8+ Gen 1 (4 nm);12 GB;256 GB;5000 mAh;;1 tỷ màu, tần số quét 120Hz, 1600 nits, HDR;Android 13;;;;
huawei nova 12 pro;0.0;6.78 inches;OLED;Camera góc rộng: 50 MP, f/1.9, PDAF, Laser AFCamera Tele: 50 MP, PDAF, optical zoomCamera góc siêu rộng: 12 MP, AF;Camera chân dung: 8 MP, f/2.2, 52mm, AFCamera góc siêu rộng: 60 MP, f/2.4, 17mm, 100˚, AF;Kirin 9000S (7 nm);8 GB;256 GB;4900 mAh;2652 x 1200 pixels;1,07 tỷ màu, HDR10, tốc độ làm mới 120Hz Kính Kunlun 2;HarmonyOS 4.0;;;;
masstel tab 10.4;0.0;10.4 inches;IPS LCD;13 MP;5 MP;Unisoc T610 8 nhân;4 GB;64 GB;6000 mAh;1200 x 2000 pixels;QVGA;Android 11;;;;
vivo iqoo pad air;0.0;11.5 inches;LCD;8MP;5MP;Snapdragon 870;8 GB;256 GB;8,500 mAh;;Tốc độ làm mới lên tới 144Hz2,800 x 1,840 pixel, 500 nits, HDR10, tỷ lệ khung hình 3:2;Android 13;;;;
oppo find x7 ultra;0.0;;;;;;;;;;;;;;;
vivo s19;0.0;6.78 inches;OLED;Cảm biến chính 50MP hỗ trợ OIS Ống kính góc siêu rộng 8MP;5MP;Snapdragon 7 Gen 3;8 GB;256 GB;6000 mAh;;Độ phân giải 1.5K, tốc độ làm mới 120Hz, 4500 nits;Android 14;;;;
xiaomi 14 ultra;0.0;6.73 inches;LTPO AMOLED;Camera góc rộng: 50 MP, PDAF, Laser AF, OISCamera tele: 50 MP, f/3.0, 120mmCamera góc siêu rộng: 50 MP, f/1.8Camera tiềm vọng: 50 MP, f/3.0;Camera góc rộng: 32 MP, f/2.0, 22mm;Qualcomm Snapdragon 8 Gen 3 (4 nm);12 GB;512 GB;5300 mAh;1440 x 3200 pixels (QHD+);Tần số quét 120Hz, 1 tỷ màu, Dolby Vision, 2600 nits (tối đa) Tỷ lệ 20:9 Corning Gorilla Glass Victus 2;Android 14;;;;
tecno camon 20 premier;0.0;6.0 inches;AMOLED;camera góc rộng: 108MP  Camera góc siêu rộng 13MP;;Dimensity 1200;8 GB;512 GB;;;Tần số quét 120 Hz;Android 13;;;;
honor 90;0.0;6.7 inches;OLED;"Camera góc rộng: 200 MP, f/1.9, 1/1.4"", 0.56µm, PDAFCamera góc siêu rộng: 12 MP, f/2.2, 112˚ , AFCamera đo độ sâu: 2 MP, f/2.4";Camera góc siêu rộng: 50 MP, f/2.4, 100˚;Qualcomm Snapdragon 7 Gen 1;12 GB;256 GB;5000 mAh;;1 tỷ màu, tần số quét 120Hz, 1600 nits;Android 13;;;;
honor x7a;0.0;6.7 inches;TFT LCD;Camera góc rộng: 50MP, f/1.8, PDAF Camera góc siêu rộng: 5MP, f/2.2  Camera Macro: 2MP, f/2.4   Camera đo độ sâu: 2MP, f/2.4;Camera góc rộng: 8MP, f/2.0;Mediatek MT6765H Helio G37 (12 nm);6 GB;128 GB;6000 mAh;720 x 1600 pixel;Tốc độ làm tươi 90Hz  16,7 triệu màu;Android 12;;;;
google pixel 4a;0.0;5.8 inches;OLED;"Camera góc rộng: 12,2MP, f/1,7, 27mm, 1 / 2,55"", 1,4µm, PDAF pixel kép, OIS";Camera góc rộng: 8MP, f/2.0, 24mm, 1.12µm;Qualcomm SDM730 Snapdragon 730G (8 nm);6 GB;128 GB;3140 mAh;1080 x 2340 pixels (FullHD+);Kính cường lực Corning Gorilla Glass 3  Màn hình luôn bật;Android 10;;;;
vivo v30 pro;0.0;6.78 inches;AMOLED;Camera chính: 50 MP VCS, OIS, f/1.88, 84° FOV Camera chân dung chuyên nghiệp: 50 MP, AF, f/1.85, 47.6° FOV Camera góc siêu rộng: 50MP, AF;50MP, f/2.0, 92° FOV, 5P;MediaTek Dimensity 8200;12 GB;512 GB;5000 mAh;2800 × 1260 pixels;Tần số quét 120 Hz, 2800 nits, 100% DCI-P3, 105% NTSC, 452 PPI;Android 14;;;;
xperia 5 v;0.0;6.1 inches;OLED;Camera góc rộng: 48 MP, f/1.9, 24mm, Dual Pixel PDAF, OISCamera góc siêu rộng:12 MP, f/2.2, 123˚, 16mm, Dual Pixel PDAF;Camera góc rộng: 12 MP, f/2.0, 24mm, HDR;Qualcomm Snapdragon 8 Gen 2 (4 nm);8 GB;256 GB;5000 mAh;1080 x 2520 pixels;1 tỷ màu, tần số quét 120Hz, HDR10Corning Gorilla Glass Victus 2 Giảm nhèo do chuyển động 240hz, DCI-P3 100%,;Android 13;;;;
samsung galaxy z flip 5;0.0;6.7 inches;AMOLED;Camera chính: 12 MPCamera góc siêu rộng: 12 MP;10 MP;Snapdragon 8 Gen 2;8 GB;512 GB;4.200 mAh;;Tần số quét màn hình 144 Hz;;;;;
honor magic v3;0.0;7,92 inches;AMOLED;Camera chính: 50MP Camera telephoto: 50MPCamera góc siêu rộng: 40MP;;Snapdragon 8 Elite;12 GB;512 GB;5150mAh;2156 x 2344 Pixels;1.800 nits, tỷ lệ 20:9;Android 14;120 Hz;Adreno 750;IPX8;
oppo phf110;0.0;6.72 inches;IPS LCD;Camera kép 108 MP + 2 MP;16 MP;Snapdragon 695;8 GB;128 GB;5,000 mAh;;;Android 13;;;;
vivo x80 pro plus;0.0;6.78 inches;AMOLED;Camera góc rộng: 50MP, f/1.3, PDAF, Laser AF, OISCamera macro: 8MP, f/3.4Camera tele: 12MP, f/1.6Camera siêu rộng: 48MP, f/2.2, 14mm, 114˚;44 MP;Qualcomm SM8450 Snapdragon 8 Gen 1 (4 nm);8 GB;256 GB;Li-Po 4700 mAh (Không thể tháo rời);1440 x 3200 pixels (QHD+);LTPO2 AMOLED1B colors120HzHDR10+;Android 12;;;;
huawei pocket s;0.0;6.9 inches;OLED;Camera góc rộng: 40MP, f/1.8, PDAF, Laser AF  Camera góc siêu rộng: 13MP, f/2.2, 120˚, AF;Camera góc siêu rộng: 10,7MP, f/2.2;Qualcomm SM7325 Snapdragon 778G 4G (6 nm);8 GB;128 GB;4000 mAh;;Màn hình chính: OLED có thể gập lại, 1.07 tỉ màu, Tần số quét 120Hz,  FHD+, 2790 × 1188 pixelsMàn hình phụ:  1.04 inches, 16.7 triệu màu,120 Hz;HarmonyOS 3.0;;;;
vivo y200 pro;0.0;6.78 inches;AMOLED;64 MPCảm biến xóa phông 2 MP;16MP;Qualcomm Snapdragon 695;8 GB;128 GB;5,000 mAh;;Tốc độ làm mới 120Hz, 1300 nitsGam màu 105% NSTC;Android 14;;;;
honor magic v;0.0;7.9 inches;OLED;Camera chính: 50MP, f/1.9, 23mm, PDAF, Laser AF Camera góc rộng: 50 MP, f/2.0, 20mm, PDAF  Camera góc siêu rộng: 50 MP, f/2.2, 13mm, 122˚;Camera góc rộng: 42 MP, f/2.4;Snapdragon 8 Gen 1 (4 nm);12 GB;256 GB;4750 mAh;1984 x 2272 pixels;Tần số quét 90Hz, 10.7 tỷ màu, HDR10+;Android 12;;;;
motorola moto e13;0.0;6.5 inches;IPS LCD;Camera góc rộng: 13MP, f/2.2, 1.12µm, PDAF;"Camera góc rộng: 5MP, f/2.4, 1/5"", 1.12µm";Unisoc T606 (12 nm);2 GB;64 GB;5000 mAh;720 x 1600 pixel;;Android 13;;;;
vivo y85;0.0;6.22 inches;IPS LCD;13 MP2 MP;8 MP;MediaTek MT6762 8 nhân (Helio P22);4 GB;32 GB;3260 mAh;720 x 1520 pixels;Kính cường lực Corning Gorilla Glass 3;;;;;
vivo y91;0.0;6.22 inches;IPS LCD;13MP, f/2.2 + 2MP, f/2.4;8 MP,  f/1.8;MediaTek MT6762R 8 nhân;3 GB;64 GB;4030 mAh;720 x 1520 pixels;Tốc độ làm mới 90 Hz Mặt kính cong 2.5D;Android 8.1;;;;
oneplus v fold;0.0;;LTPO AMOLED;"Camera góc rộng: 48 MP, PDAF, OISCamera chụp xa: 64 MP, optical zoom, PDAFCamera góc siêu rộng: 48 MP, f/2.2, 14mm, 115˚, 1/2"", 0.8µm, AF";"Camera góc rộng: 20 MP32 MP, f/2.4, 22mm, 1/3.14""";Snapdragon 8 Gen 2 (4 nm);16 GB;256 GB;4800 mAh;1.792 x 1.920 pixels;Màn hình chính: 7.8 inches, tần số quét 120Hz, HDR10+Màn hình phụ: 6.3 inches, AMOLED;Android 13;;;;
vivo y95;0.0;6.22 inches;IPS LCD;Camera chính 13 MP,  f/2.2 & Phụ 2 MP, f/2.4;20 MP, f/2.0;Snapdragon 439 8 nhân;4 GB;64 GB;4030 mAh;720 x 1520 pixels;Mặt kính cong 2.5D;Android 8.1;;;;
vivo y100i;0.0;6.64 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, PDAF Camera độ sâu: 2 MP, f/2.4;Camera góc rộng: 8 MP, f/2.0;Mediatek Dimensity 6020 (7 nm);12 GB;512 GB;5000 mAh;1080 x 2388 pixels;;Android 13;;;;
honor x5 plus;0.0;6.56 inches;TFT LCD;Camera chính: 50 MP, f/1.8  Camera đo độ sâu: f/2.4;5 MP, f/2.2;MediaTek Helio G36;4 GB;64 GB;5200 mAh;720 x 1612 (HD+);Tần số quét 90Hz16.7 triệu màu;Android 13;;;;
realme gt 5 pro;0.0;6.74 inches;AMOLED;200 MP + 13 MP + 2 MP;32 MP;Qualcomm Snapdragon 8 Gen 3;8 GB;256 GB;4.700 mAh;1240 x 2772 pixels;Tần số quét 144 Hz;;;;;
vivo iqoo neo 8;0.0;6.78 inches;AMOLED;Camera góc rộng: 50 MP, f/1.88,  PDAF, OISMáy ảnh chiều sâu: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.45;Snapdragon 8+ Gen 1 (4 nm);12 GB;256 GB;5000 mAh;;1 tỷ màu, tần số quét 144Hz, HDR10, 1300 nits;Android 13;;;;
infinix note 40;0.0;6.78 inches;AMOLED;Camera chính 108MP hỗ trợ OISCamera độ sâu 2MP Ống kính macro 2MP;32MP;MediaTek Dimensity 7020;12 GB;512 GB;5000 mAh;;1,300 nits và tốc độ làm mới 120Hz;XOS 14;;;;
oneplus nord n300;0.0;6.56 inches;IPS LCD;Camera góc rộng: 48 MP, f/1.8, PDAF  Camera góc sâu: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.0;MediaTek MT6833P Mật độ 810 (6 nm);4 GB;64 GB;5000 mAh;720 x 1612 (HD+);;Android 12;;;;
vivo y77;0.0;6.58 inches;IPS LCD;Camera góc rộng: 50 MP, f/1.8, 26mm, PDAF Macro: 2 MP, f/2.4;Camera góc rộng: 16 MP, f/2.0,;MediaTek MT6833P Dimensity 810 (6 nm);8 GB;128 GB;Li-Po 5000 mAh;1080 x 2408 pixels;;Android 12, Funtouch 12;;;;
oneplus nord ce 2 lite;0.0;6.58 inches;IPS LCD;64 MP, f/1.8, 26mm (Rộng), 0.7µm, PDAF2 MP, f/2.4, (macro)2 MP, f/2.4, (depth);"16 MP, f/2.5, (Rộng), 1/3.0"", 1.0µm";Qualcomm SM6375 Snapdragon 695 5G (6 nm);6 GB;128 GB;Li-Po 5000 mAh;1080 x 2400 pixels (FullHD+);120Hz;Android 11, OxygenOS 11;;;;
